,Sourcils_Arqués,Chauve,Gros_Nez,Cheveux_Noirs,Cheveux_Blonds,Flou,Cheveux_Bruns,Sourcils_Fournis,Lunettes,Cheveux_Gris,Homme,Moustache,Imberbe,Nez_Pointu,Jeune
097587.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
166589.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
190530.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
012623.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
118064.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1
097085.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1
008387.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
082709.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
171356.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
015767.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
166688.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,-1
163505.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1
125361.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1
173614.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
063374.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
089972.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1
174076.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
015206.jpg,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
069828.jpg,-1,-1,1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1
012042.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
180830.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1
052298.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
005455.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
145600.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1
135799.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,1
033548.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
070890.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
174612.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1
151506.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
113251.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
185714.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
157020.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
069622.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
043101.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
016820.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
175622.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
088399.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,1
085153.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
021628.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
119902.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
152891.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
032955.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
139208.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
031514.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1
099677.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
174150.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
151076.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
174949.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
101916.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
121087.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
049159.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
055912.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
012012.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
156570.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
172588.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
092351.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
048855.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
092351.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
098885.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
093197.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,1
175088.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
025754.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
129348.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
010164.jpg,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1
043112.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
010483.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
188978.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1
010712.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
164938.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
126681.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
162642.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
025926.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
181626.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
148703.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
031820.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
191648.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
195102.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1
014654.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1
121622.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
059673.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
057822.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1
002765.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1,-1
021602.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1
189790.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
132329.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
028973.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
075549.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
129287.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
166209.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
162818.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
154198.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
091373.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
101766.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1
112638.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
149559.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
149936.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
021628.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
175088.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
096570.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
119881.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1
015724.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
126064.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
127585.jpg,-1,-1,1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,-1
147191.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
062324.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
064167.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
028440.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
016102.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
061438.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
185405.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
119859.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
192387.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
094874.jpg,-1,1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
033844.jpg,-1,-1,-1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1
136803.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
117404.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
125723.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
019539.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,1
113495.jpg,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
099016.jpg,-1,1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
067001.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,1
002852.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
128792.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
178942.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
162539.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
182644.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
094518.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
086700.jpg,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,1,1
010735.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1
090480.jpg,1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
017930.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
148822.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
075845.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
004236.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
121795.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
067366.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
107703.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
081343.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1
060872.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
161275.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
077595.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
130251.jpg,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,1
001867.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1
185152.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
124070.jpg,1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,-1,1
050819.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
131906.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
104109.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
034035.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
079360.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1
029656.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
057491.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
138576.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,1,-1
001372.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
024901.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
198751.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
114345.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
099517.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
174646.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
139225.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
022426.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1
129132.jpg,-1,-1,1,-1,-1,-1,1,-1,1,1,1,1,-1,-1,-1
098150.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
133951.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1
006441.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
153475.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
097208.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
103877.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
151531.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,1
051475.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
099450.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,1,-1
096689.jpg,-1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1
151860.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
003942.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
112843.jpg,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
107183.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
186648.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
176949.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
047373.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1
191853.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
152414.jpg,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,-1,1
086606.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1
149723.jpg,1,-1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1
036801.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
082568.jpg,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,1,-1,1
106965.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1
078753.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,1,1,1
198294.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1
083100.jpg,1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1
136314.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
145980.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
100800.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
128381.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
069710.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,1
167976.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,1,-1
020339.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
178395.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1
166762.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,1,1
066851.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,-1,1,-1,-1
159127.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
142687.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,1,-1,1
094686.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,-1,1,-1,-1
032648.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
183637.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
160119.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
200699.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
088870.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1
056283.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
110754.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
159192.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
021682.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
128580.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
168534.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
061881.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1
035995.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
139593.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
142714.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
037603.jpg,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,-1,-1
176197.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
018219.jpg,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
080048.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
029699.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,1,-1
185579.jpg,1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1
191409.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1
037595.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1
189806.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
036280.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
201876.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1
096041.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
079247.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
028045.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1
182664.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
051518.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
176507.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
025265.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
059077.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
093453.jpg,-1,-1,-1,-1,1,-1,-1,1,-1,-1,1,-1,-1,-1,1
052040.jpg,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1
151860.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
016535.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1
180518.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
158948.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
077935.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,1,-1,-1,1
155821.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
184310.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1
168054.jpg,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1
093219.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,1,1
075395.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
089009.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1
062566.jpg,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,-1
115491.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,1,-1,1,1
182882.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1
098024.jpg,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,1
175891.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
023322.jpg,-1,-1,1,1,-1,-1,-1,1,-1,-1,1,-1,1,1,1
124608.jpg,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
164906.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1
104695.jpg,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
022442.jpg,1,-1,-1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,1
090497.jpg,-1,-1,-1,1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1
028499.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
055892.jpg,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
094611.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
137124.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
008379.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
127353.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
118100.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
166823.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
060233.jpg,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,1,-1,1,-1
032435.jpg,1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
058457.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,-1,-1,1
139968.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
171614.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,1,1
081103.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
022530.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,1,-1,1
135446.jpg,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,1,-1,1
054770.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
030128.jpg,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1
075690.jpg,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,1
157755.jpg,-1,-1,-1,-1,-1,-1,1,-1,1,-1,-1,-1,1,-1,1
037000.jpg,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1
044535.jpg,1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1
148186.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
182206.jpg,-1,-1,1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1
142693.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
082982.jpg,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
015570.jpg,-1,1,1,-1,-1,-1,-1,1,-1,1,1,1,-1,-1,-1
130602.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1
084156.jpg,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,-1,1
170067.jpg,-1,-1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
029391.jpg,-1,1,1,-1,-1,-1,-1,-1,-1,1,1,1,-1,-1,-1
